x_position,y_position,z_position,ray_tracing_signal,path_loss_signal,difference
14.0,78.0,1.5,-75.05794118525972,-52.05794118525972,-23.0
14.0,80.0,1.5,-75.41518676847397,-52.41518676847397,-23.0
14.0,82.0,1.5,-75.69354292221524,-52.693542922215244,-23.0
14.0,84.0,1.5,-75.90585823457772,-52.90585823457772,-23.0
14.0,86.0,1.5,-76.125439680731,-53.125439680731006,-23.0
14.0,88.0,1.5,-76.35074559152005,-53.35074559152005,-23.0
14.0,90.0,1.5,-76.58039079013892,-53.58039079013892,-23.0
14.0,92.0,1.5,-76.81314613296712,-53.81314613296712,-23.0
14.0,94.0,1.5,-77.04793304341646,-54.047933043416464,-23.0
14.0,96.0,1.5,-77.28381464378009,-54.28381464378009,-23.0
14.0,98.0,1.5,-77.51998480527897,-54.519984805278966,-23.0
14.0,100.0,1.5,-77.7557561469863,-54.7557561469863,-23.0
16.0,0.0,1.5,-69.64625360887743,-46.64625360887743,-23.0
16.0,2.0,1.5,-64.85491706148247,-45.85491706148247,-19.0
16.0,4.0,1.5,-63.99924930469385,-44.99924930469385,-19.0
16.0,6.0,1.5,-63.07253658332161,-44.07253658332161,-19.0
16.0,8.0,1.5,-62.06995008179487,-43.06995008179487,-19.0
16.0,10.0,1.5,-60.99242509439324,-41.99242509439324,-19.0
16.0,12.0,1.5,-59.8550756846908,-40.8550756846908,-19.0
16.0,14.0,1.5,-54.7038885825431,-39.7038885825431,-15.0
16.0,16.0,1.5,-53.64260334851798,-38.64260334851798,-15.0
16.0,18.0,1.5,-52.85379534670119,-37.85379534670119,-15.0
16.0,20.0,1.5,-52.55545010206612,-37.55545010206612,-15.0
16.0,22.0,1.5,-52.85379534670119,-37.85379534670119,-15.0
16.0,24.0,1.5,-52.70718413121267,-37.70718413121267,-15.0
16.0,26.0,1.5,-52.70718413121267,-37.70718413121267,-15.0
16.0,28.0,1.5,-53.26608366032056,-38.26608366032056,-15.0
16.0,30.0,1.5,-54.20558390045224,-39.20558390045224,-15.0
16.0,32.0,1.5,-59.31751422145561,-40.31751422145561,-19.0
16.0,34.0,1.5,-60.46087623399947,-41.46087623399947,-19.0
16.0,36.0,1.5,-61.56452021947115,-42.56452021947115,-19.0
16.0,38.0,1.5,-62.48338400507296,-43.48338400507296,-19.0
16.0,40.0,1.5,-62.40378599560063,-43.40378599560063,-19.0
16.0,42.0,1.5,-62.48338400507296,-43.48338400507296,-19.0
16.0,44.0,1.5,-62.71378206088892,-43.71378206088892,-19.0
16.0,46.0,1.5,-63.07253658332161,-44.07253658332161,-19.0
16.0,48.0,1.5,-63.529681046902226,-44.529681046902226,-19.0
16.0,50.0,1.5,-64.05453017607087,-45.05453017607087,-19.0
16.0,52.0,1.5,-64.62026472909238,-45.62026472909238,-19.0
16.0,54.0,1.5,-69.20583147739768,-46.20583147739768,-23.0
16.0,56.0,1.5,-69.79594450017083,-46.79594450017083,-23.0
16.0,58.0,1.5,-70.3801725897849,-47.380172589784905,-23.0
16.0,60.0,1.5,-70.95179415708498,-47.951794157084976,-23.0
16.0,62.0,1.5,-71.50675600918817,-48.506756009188166,-23.0
16.0,64.0,1.5,-71.96541612777764,-48.965416127777644,-23.0
16.0,66.0,1.5,-72.39036295520998,-49.39036295520998,-23.0
16.0,68.0,1.5,-72.81428375931341,-49.81428375931341,-23.0
16.0,70.0,1.5,-73.23394387221546,-50.23394387221546,-23.0
16.0,72.0,1.5,-73.6470183210129,-50.647018321012894,-23.0
16.0,74.0,1.5,-74.0518942249239,-51.0518942249239,-23.0
16.0,76.0,1.5,-74.44750484574519,-51.447504845745186,-23.0
16.0,78.0,1.5,-74.83319543342157,-51.833195433421565,-23.0
16.0,80.0,1.5,-75.12854869032591,-52.128548690325914,-23.0
16.0,82.0,1.5,-75.34912344091003,-52.349123440910034,-23.0
16.0,84.0,1.5,-75.57850717139678,-52.57850717139678,-23.0
16.0,86.0,1.5,-75.81481976792418,-52.81481976792418,-23.0
16.0,88.0,1.5,-76.05637412569752,-53.056374125697516,-23.0
16.0,90.0,1.5,-76.30167802206856,-53.30167802206856,-23.0
16.0,92.0,1.5,-76.5494283699864,-53.5494283699864,-23.0
16.0,94.0,1.5,-76.79850029400438,-53.798500294004384,-23.0
16.0,96.0,1.5,-77.04793304341646,-54.047933043416464,-23.0
16.0,98.0,1.5,-77.29691430817599,-54.296914308175985,-23.0
16.0,100.0,1.5,-77.5447640887285,-54.5447640887285,-23.0
18.0,0.0,1.5,-69.9049211281436,-46.9049211281436,-23.0
18.0,2.0,1.5,-69.16348676831916,-46.16348676831916,-23.0
18.0,4.0,1.5,-64.37220617298584,-45.37220617298584,-19.0
18.0,6.0,1.5,-63.529681046902226,-44.529681046902226,-19.0
18.0,8.0,1.5,-62.63833269629549,-43.63833269629549,-19.0
18.0,10.0,1.5,-61.708299799543,-42.708299799543,-19.0
18.0,12.0,1.5,-60.764171854595105,-41.764171854595105,-19.0
18.0,14.0,1.5,-59.8550756846908,-40.8550756846908,-19.0
18.0,16.0,1.5,-59.065068647154305,-40.065068647154305,-19.0
18.0,18.0,1.5,-54.51137197483072,-39.51137197483072,-15.0
18.0,20.0,1.5,-54.30992392966587,-39.30992392966587,-15.0
18.0,22.0,1.5,-53.7611894141246,-38.7611894141246,-15.0
18.0,24.0,1.5,-53.26608366032056,-38.26608366032056,-15.0
18.0,26.0,1.5,-53.26608366032056,-38.26608366032056,-15.0
18.0,28.0,1.5,-53.7611894141246,-38.7611894141246,-15.0
18.0,30.0,1.5,-54.60869694000908,-39.60869694000908,-15.0
18.0,32.0,1.5,-59.63278692165099,-40.63278692165099,-19.0
18.0,34.0,1.5,-60.70518358177429,-41.70518358177429,-19.0
18.0,36.0,1.5,-61.61297756814679,-42.61297756814679,-19.0
18.0,38.0,1.5,-61.31377556319225,-42.31377556319225,-19.0
18.0,40.0,1.5,-61.20927861655031,-42.20927861655031,-19.0
18.0,42.0,1.5,-61.31377556319225,-42.31377556319225,-19.0
18.0,44.0,1.5,-61.61297756814679,-42.61297756814679,-19.0
18.0,46.0,1.5,-62.06995008179487,-43.06995008179487,-19.0
18.0,48.0,1.5,-62.63833269629549,-43.63833269629549,-19.0
18.0,50.0,1.5,-63.274374794026755,-44.274374794026755,-19.0
18.0,52.0,1.5,-63.94325568690982,-44.94325568690982,-19.0
18.0,54.0,1.5,-64.62026472909238,-45.62026472909238,-19.0
18.0,56.0,1.5,-69.2893020553472,-46.28930205534721,-23.0
18.0,58.0,1.5,-69.94064735383103,-46.940647353831025,-23.0
18.0,60.0,1.5,-70.56894051173012,-47.56894051173012,-23.0
18.0,62.0,1.5,-71.0768295931698,-48.076829593169805,-23.0
18.0,64.0,1.5,-71.54380944250707,-48.54380944250707,-23.0
18.0,66.0,1.5,-72.00983141876537,-49.00983141876537,-23.0
18.0,68.0,1.5,-72.47058124404495,-49.47058124404495,-23.0
18.0,70.0,1.5,-72.92306134835263,-49.92306134835263,-23.0
18.0,72.0,1.5,-73.36527845779153,-50.36527845779153,-23.0
18.0,74.0,1.5,-73.7959870885856,-50.795987088585605,-23.0
18.0,76.0,1.5,-74.21448786878341,-51.21448786878341,-23.0
18.0,78.0,1.5,-74.5286691597139,-51.5286691597139,-23.0
18.0,80.0,1.5,-74.75757553177249,-51.75757553177249,-23.0
18.0,82.0,1.5,-74.99728647072772,-51.997286470727715,-23.0
18.0,84.0,1.5,-75.24548374704094,-52.245483747040936,-23.0
18.0,86.0,1.5,-75.50008820672366,-52.50008820672366,-23.0
18.0,88.0,1.5,-75.75926635185903,-52.759266351859026,-23.0
18.0,90.0,1.5,-76.02142505385075,-53.02142505385075,-23.0
18.0,92.0,1.5,-76.28519819271148,-53.285198192711476,-23.0
18.0,94.0,1.5,-76.5494283699864,-53.5494283699864,-23.0
18.0,96.0,1.5,-76.81314613296712,-53.81314613296712,-23.0
18.0,98.0,1.5,-77.07554848354962,-54.075548483549625,-23.0
18.0,100.0,1.5,-77.33597788107494,-54.33597788107494,-23.0
20.0,0.0,1.5,-70.21634572306877,-47.21634572306877,-23.0
20.0,2.0,1.5,-69.5304991990055,-46.530499199005504,-23.0
20.0,4.0,1.5,-64.80898992025112,-45.80898992025112,-19.0
20.0,6.0,1.5,-64.05453017607087,-45.05453017607087,-19.0
20.0,8.0,1.5,-63.274374794026755,-44.274374794026755,-19.0
20.0,10.0,1.5,-62.48338400507296,-43.48338400507296,-19.0
20.0,12.0,1.5,-61.708299799543,-42.708299799543,-19.0
20.0,14.0,1.5,-60.99242509439324,-41.99242509439324,-19.0
20.0,16.0,1.5,-60.39758994371891,-41.39758994371891,-19.0
20.0,18.0,1.5,-59.99718880828581,-40.99718880828581,-19.0
20.0,20.0,1.5,-59.31751422145561,-40.31751422145561,-19.0
20.0,22.0,1.5,-54.60869694000908,-39.60869694000908,-15.0
20.0,24.0,1.5,-54.20558390045224,-39.20558390045224,-15.0
20.0,26.0,1.5,-54.20558390045224,-39.20558390045224,-15.0
20.0,28.0,1.5,-54.60869694000908,-39.60869694000908,-15.0
20.0,30.0,1.5,-59.31751422145561,-40.31751422145561,-19.0
20.0,32.0,1.5,-60.202002153947745,-41.202002153947745,-19.0
20.0,34.0,1.5,-60.99242509439324,-41.99242509439324,-19.0
20.0,36.0,1.5,-60.39758994371891,-41.39758994371891,-19.0
20.0,38.0,1.5,-59.99718880828581,-40.99718880828581,-19.0
20.0,40.0,1.5,-59.8550756846908,-40.8550756846908,-19.0
20.0,42.0,1.5,-59.99718880828581,-40.99718880828581,-19.0
20.0,44.0,1.5,-60.39758994371891,-41.39758994371891,-19.0
20.0,46.0,1.5,-60.99242509439324,-41.99242509439324,-19.0
20.0,48.0,1.5,-61.708299799543,-42.708299799543,-19.0
20.0,50.0,1.5,-62.48338400507296,-43.48338400507296,-19.0
20.0,52.0,1.5,-63.274374794026755,-44.274374794026755,-19.0
20.0,54.0,1.5,-64.05453017607087,-45.05453017607087,-19.0
20.0,56.0,1.5,-64.80898992025112,-45.80898992025112,-19.0
20.0,58.0,1.5,-69.5304991990055,-46.530499199005504,-23.0
20.0,60.0,1.5,-70.09787519645937,-47.09787519645937,-23.0
20.0,62.0,1.5,-70.61487777371897,-47.61487777371897,-23.0
20.0,64.0,1.5,-71.13126596361596,-48.13126596361596,-23.0
20.0,66.0,1.5,-71.64110033939446,-48.641100339394455,-23.0
20.0,68.0,1.5,-72.1404152312746,-49.1404152312746,-23.0
20.0,70.0,1.5,-72.6267050300226,-49.626705030022606,-23.0
20.0,72.0,1.5,-73.09851342537897,-50.09851342537897,-23.0
20.0,74.0,1.5,-73.55512097496901,-50.555120974969014,-23.0
20.0,76.0,1.5,-73.89014676210775,-50.89014676210775,-23.0
20.0,78.0,1.5,-74.12717267929645,-51.12717267929645,-23.0
20.0,80.0,1.5,-74.37762234615818,-51.37762234615818,-23.0
20.0,82.0,1.5,-74.63860367321774,-51.638603673217744,-23.0
20.0,84.0,1.5,-74.9075211344736,-51.9075211344736,-23.0
20.0,86.0,1.5,-75.18209160699712,-52.18209160699712,-23.0
20.0,88.0,1.5,-75.46034125856039,-52.46034125856039,-23.0
20.0,90.0,1.5,-75.74058950084498,-52.740589500844976,-23.0
20.0,92.0,1.5,-76.02142505385075,-53.02142505385075,-23.0
20.0,94.0,1.5,-76.30167802206856,-53.30167802206856,-23.0
20.0,96.0,1.5,-76.58039079013892,-53.58039079013892,-23.0
20.0,98.0,1.5,-76.85678961787315,-53.85678961787315,-23.0
20.0,100.0,1.5,-77.13025808774628,-54.130258087746284,-23.0
22.0,0.0,1.5,-70.56894051173012,-47.56894051173012,-23.0
22.0,2.0,1.5,-69.94064735383103,-46.940647353831025,-23.0
22.0,4.0,1.5,-69.2893020553472,-46.28930205534721,-23.0
22.0,6.0,1.5,-64.62026472909238,-45.62026472909238,-19.0
22.0,8.0,1.5,-63.94325568690982,-44.94325568690982,-19.0
22.0,10.0,1.5,-63.274374794026755,-44.274374794026755,-19.0
22.0,12.0,1.5,-62.63833269629549,-43.63833269629549,-19.0
22.0,14.0,1.5,-62.06995008179487,-43.06995008179487,-19.0
22.0,16.0,1.5,-61.61297756814679,-42.61297756814679,-19.0
22.0,18.0,1.5,-60.936476561284906,-41.936476561284906,-19.0
22.0,20.0,1.5,-60.202002153947745,-41.202002153947745,-19.0
22.0,22.0,1.5,-59.63278692165099,-40.63278692165099,-19.0
22.0,24.0,1.5,-59.31751422145561,-40.31751422145561,-19.0
22.0,26.0,1.5,-59.31751422145561,-40.31751422145561,-19.0
22.0,28.0,1.5,-59.63278692165099,-40.63278692165099,-19.0
22.0,30.0,1.5,-60.202002153947745,-41.202002153947745,-19.0
22.0,32.0,1.5,-60.764171854595105,-41.764171854595105,-19.0
22.0,34.0,1.5,-59.8550756846908,-40.8550756846908,-19.0
22.0,36.0,1.5,-59.065068647154305,-40.065068647154305,-19.0
22.0,38.0,1.5,-54.51137197483072,-39.51137197483072,-15.0
22.0,40.0,1.5,-54.30992392966587,-39.30992392966587,-15.0
22.0,42.0,1.5,-54.51137197483072,-39.51137197483072,-15.0
22.0,44.0,1.5,-59.065068647154305,-40.065068647154305,-19.0
22.0,46.0,1.5,-59.8550756846908,-40.8550756846908,-19.0
22.0,48.0,1.5,-60.764171854595105,-41.764171854595105,-19.0
22.0,50.0,1.5,-61.708299799543,-42.708299799543,-19.0
22.0,52.0,1.5,-62.63833269629549,-43.63833269629549,-19.0
22.0,54.0,1.5,-63.529681046902226,-44.529681046902226,-19.0
22.0,56.0,1.5,-64.37220617298584,-45.37220617298584,-19.0
22.0,58.0,1.5,-65.01194185424151,-46.01194185424151,-19.0
22.0,60.0,1.5,-69.58876204914782,-46.58876204914782,-23.0
22.0,62.0,1.5,-70.16596783789973,-47.16596783789973,-23.0
22.0,64.0,1.5,-70.73505339146351,-47.73505339146351,-23.0
22.0,66.0,1.5,-71.2905970545784,-48.2905970545784,-23.0
22.0,68.0,1.5,-71.82937802270237,-48.82937802270237,-23.0
22.0,70.0,1.5,-72.3496912402797,-49.3496912402797,-23.0
22.0,72.0,1.5,-72.85084652044347,-49.85084652044347,-23.0
22.0,74.0,1.5,-73.2088702698154,-50.20887026981541,-23.0
22.0,76.0,1.5,-73.45332089797307,-50.45332089797307,-23.0
22.0,78.0,1.5,-73.71468730027982,-50.71468730027982,-23.0
22.0,80.0,1.5,-73.98931719131434,-50.98931719131434,-23.0
22.0,82.0,1.5,-74.27392465030846,-51.27392465030846,-23.0
22.0,84.0,1.5,-74.56562406294665,-51.565624062946654,-23.0
22.0,86.0,1.5,-74.86193297297842,-51.86193297297842,-23.0
22.0,88.0,1.5,-75.16075358860618,-52.160753588606184,-23.0
22.0,90.0,1.5,-75.46034125856039,-52.46034125856039,-23.0
22.0,92.0,1.5,-75.75926635185903,-52.759266351859026,-23.0
22.0,94.0,1.5,-76.05637412569752,-53.056374125697516,-23.0
22.0,96.0,1.5,-76.35074559152005,-53.35074559152005,-23.0
22.0,98.0,1.5,-76.6416611700702,-53.64166117007019,-23.0
22.0,100.0,1.5,-76.92856804867958,-53.92856804867958,-23.0
24.0,0.0,1.5,-70.95179415708498,-47.951794157084976,-23.0
24.0,2.0,1.5,-70.3801725897849,-47.380172589784905,-23.0
24.0,4.0,1.5,-69.79594450017083,-46.79594450017083,-23.0
24.0,6.0,1.5,-69.20583147739768,-46.20583147739768,-23.0
24.0,8.0,1.5,-64.62026472909238,-45.62026472909238,-19.0
24.0,10.0,1.5,-64.05453017607087,-45.05453017607087,-19.0
24.0,12.0,1.5,-63.529681046902226,-44.529681046902226,-19.0
24.0,14.0,1.5,-63.07253658332161,-44.07253658332161,-19.0
24.0,16.0,1.5,-62.44376735800819,-43.44376735800819,-19.0
24.0,18.0,1.5,-61.755187648435424,-42.755187648435424,-19.0
24.0,20.0,1.5,-61.15607188895618,-42.15607188895618,-19.0
24.0,22.0,1.5,-60.70518358177429,-41.70518358177429,-19.0
24.0,24.0,1.5,-60.46087623399947,-41.46087623399947,-19.0
24.0,26.0,1.5,-60.46087623399947,-41.46087623399947,-19.0
24.0,28.0,1.5,-60.70518358177429,-41.70518358177429,-19.0
24.0,30.0,1.5,-60.99242509439324,-41.99242509439324,-19.0
24.0,32.0,1.5,-59.8550756846908,-40.8550756846908,-19.0
24.0,34.0,1.5,-54.7038885825431,-39.7038885825431,-15.0
24.0,36.0,1.5,-53.64260334851798,-38.64260334851798,-15.0
24.0,38.0,1.5,-52.85379534670119,-37.85379534670119,-15.0
24.0,40.0,1.5,-52.55545010206612,-37.55545010206612,-15.0
24.0,42.0,1.5,-52.85379534670119,-37.85379534670119,-15.0
24.0,44.0,1.5,-53.64260334851798,-38.64260334851798,-15.0
24.0,46.0,1.5,-54.7038885825431,-39.7038885825431,-15.0
24.0,48.0,1.5,-59.8550756846908,-40.8550756846908,-19.0
24.0,50.0,1.5,-60.99242509439324,-41.99242509439324,-19.0
24.0,52.0,1.5,-62.06995008179487,-43.06995008179487,-19.0
24.0,54.0,1.5,-63.07253658332161,-44.07253658332161,-19.0
24.0,56.0,1.5,-63.800029357655916,-44.800029357655916,-19.0
24.0,58.0,1.5,-64.44812265495716,-45.44812265495716,-19.0
24.0,60.0,1.5,-69.09918536194277,-46.09918536194277,-23.0
24.0,62.0,1.5,-69.74041328239957,-46.74041328239957,-23.0
24.0,64.0,1.5,-70.36406521918735,-47.36406521918735,-23.0
24.0,66.0,1.5,-70.96586608456548,-47.96586608456548,-23.0
24.0,68.0,1.5,-71.54380944250707,-48.54380944250707,-23.0
24.0,70.0,1.5,-72.09732209190753,-49.09732209190753,-23.0
24.0,72.0,1.5,-72.48050514397926,-49.48050514397926,-23.0
24.0,74.0,1.5,-72.73087441321408,-49.73087441321408,-23.0
24.0,76.0,1.5,-73.00289306438219,-50.00289306438219,-23.0
24.0,78.0,1.5,-73.29189205380959,-50.29189205380959,-23.0
24.0,80.0,1.5,-73.59364812778207,-50.593648127782075,-23.0
24.0,82.0,1.5,-73.9044533669962,-50.904453366996194,-23.0
24.0,84.0,1.5,-74.22113226834915,-51.22113226834915,-23.0
24.0,86.0,1.5,-74.54102243330601,-51.54102243330601,-23.0
24.0,88.0,1.5,-74.86193297297842,-51.86193297297842,-23.0
24.0,90.0,1.5,-75.18209160699712,-52.18209160699712,-23.0
24.0,92.0,1.5,-75.50008820672366,-52.50008820672366,-23.0
24.0,94.0,1.5,-75.81481976792418,-52.81481976792418,-23.0
24.0,96.0,1.5,-76.125439680731,-53.125439680731006,-23.0
24.0,98.0,1.5,-76.431312675486,-53.431312675486,-23.0
24.0,100.0,1.5,-76.73197585171047,-53.73197585171047,-23.0
26.0,0.0,1.5,-71.35529761537839,-48.35529761537839,-23.0
26.0,2.0,1.5,-70.83754652152277,-47.83754652152277,-23.0
26.0,4.0,1.5,-70.31538153533572,-47.31538153533572,-23.0
26.0,6.0,1.5,-69.79594450017083,-46.79594450017083,-23.0
26.0,8.0,1.5,-69.2893020553472,-46.28930205534721,-23.0
26.0,10.0,1.5,-64.80898992025112,-45.80898992025112,-19.0
26.0,12.0,1.5,-64.37220617298584,-45.37220617298584,-19.0
26.0,14.0,1.5,-63.800029357655916,-44.800029357655916,-19.0
26.0,16.0,1.5,-63.1746281361487,-44.1746281361487,-19.0
26.0,18.0,1.5,-62.60011071300454,-43.60011071300454,-19.0
26.0,20.0,1.5,-62.11311013707521,-43.11311013707521,-19.0
26.0,22.0,1.5,-61.755187648435424,-42.755187648435424,-19.0
26.0,24.0,1.5,-61.56452021947115,-42.56452021947115,-19.0
26.0,26.0,1.5,-61.56452021947115,-42.56452021947115,-19.0
26.0,28.0,1.5,-61.61297756814679,-42.61297756814679,-19.0
26.0,30.0,1.5,-60.39758994371891,-41.39758994371891,-19.0
26.0,32.0,1.5,-59.065068647154305,-40.065068647154305,-19.0
26.0,34.0,1.5,-53.64260334851798,-38.64260334851798,-15.0
26.0,36.0,1.5,-52.23508778206303,-37.23508778206303,-15.0
26.0,38.0,1.5,-51.10188368127098,-36.10188368127098,-15.0
26.0,40.0,1.5,-50.64730494330223,-35.64730494330223,-15.0
26.0,42.0,1.5,-51.10188368127098,-36.10188368127098,-15.0
26.0,44.0,1.5,-52.23508778206303,-37.23508778206303,-15.0
26.0,46.0,1.5,-53.64260334851798,-38.64260334851798,-15.0
26.0,48.0,1.5,-59.065068647154305,-40.065068647154305,-19.0
26.0,50.0,1.5,-60.39758994371891,-41.39758994371891,-19.0
26.0,52.0,1.5,-61.61297756814679,-42.61297756814679,-19.0
26.0,54.0,1.5,-62.44376735800819,-43.44376735800819,-19.0
26.0,56.0,1.5,-63.1746281361487,-44.1746281361487,-19.0
26.0,58.0,1.5,-63.914985807958004,-44.914985807958004,-19.0
26.0,60.0,1.5,-64.64430877566423,-45.64430877566423,-19.0
26.0,62.0,1.5,-69.35086875423767,-46.350868754237666,-23.0
26.0,64.0,1.5,-70.02869790795737,-47.028697907957365,-23.0
26.0,66.0,1.5,-70.67538124865868,-47.67538124865868,-23.0
26.0,68.0,1.5,-71.2905970545784,-48.2905970545784,-23.0
26.0,70.0,1.5,-71.70081863776846,-48.700818637768464,-23.0
26.0,72.0,1.5,-71.95424096607849,-48.95424096607849,-23.0
26.0,74.0,1.5,-72.23583927977211,-49.23583927977211,-23.0
26.0,76.0,1.5,-72.53957699584578,-49.53957699584578,-23.0
26.0,78.0,1.5,-72.85993931584886,-49.85993931584886,-23.0
26.0,80.0,1.5,-73.19207374969952,-50.19207374969952,-23.0
26.0,82.0,1.5,-73.53183955319815,-50.531839553198154,-23.0
26.0,84.0,1.5,-73.8757928723413,-50.87579287234129,-23.0
26.0,86.0,1.5,-74.22113226834915,-51.22113226834915,-23.0
26.0,88.0,1.5,-74.56562406294665,-51.565624062946654,-23.0
26.0,90.0,1.5,-74.9075211344736,-51.9075211344736,-23.0
26.0,92.0,1.5,-75.24548374704094,-52.245483747040936,-23.0
26.0,94.0,1.5,-75.57850717139678,-52.57850717139678,-23.0
26.0,96.0,1.5,-75.90585823457772,-52.90585823457772,-23.0
26.0,98.0,1.5,-76.22702128882662,-53.22702128882662,-23.0
26.0,100.0,1.5,-76.54165315059907,-53.541653150599075,-23.0
28.0,0.0,1.5,-71.77141326741975,-48.771413267419746,-23.0
28.0,2.0,1.5,-71.30361450851785,-48.30361450851785,-23.0
28.0,4.0,1.5,-70.83754652152277,-47.83754652152277,-23.0
28.0,6.0,1.5,-70.3801725897849,-47.380172589784905,-23.0
28.0,8.0,1.5,-69.94064735383103,-46.940647353831025,-23.0
28.0,10.0,1.5,-69.5304991990055,-46.530499199005504,-23.0
28.0,12.0,1.5,-65.01194185424151,-46.01194185424151,-19.0
28.0,14.0,1.5,-64.44812265495716,-45.44812265495716,-19.0
28.0,16.0,1.5,-63.914985807958004,-44.914985807958004,-19.0
28.0,18.0,1.5,-63.435691196699594,-44.435691196699594,-19.0
28.0,20.0,1.5,-63.03796569574567,-44.03796569574567,-19.0
28.0,22.0,1.5,-62.75102082983028,-43.75102082983028,-19.0
28.0,24.0,1.5,-62.60011071300454,-43.60011071300454,-19.0
28.0,26.0,1.5,-62.48338400507296,-43.48338400507296,-19.0
28.0,28.0,1.5,-61.31377556319225,-42.31377556319225,-19.0
28.0,30.0,1.5,-59.99718880828581,-40.99718880828581,-19.0
28.0,32.0,1.5,-54.51137197483072,-39.51137197483072,-15.0
28.0,34.0,1.5,-52.85379534670119,-37.85379534670119,-15.0
28.0,36.0,1.5,-51.10188368127098,-36.10188368127098,-15.0
28.0,38.0,1.5,-49.564409355786694,-34.564409355786694,-15.0
28.0,40.0,1.5,-48.901342263614936,-33.901342263614936,-15.0
28.0,42.0,1.5,-49.564409355786694,-34.564409355786694,-15.0
28.0,44.0,1.5,-51.10188368127098,-36.10188368127098,-15.0
28.0,46.0,1.5,-52.85379534670119,-37.85379534670119,-15.0
28.0,48.0,1.5,-54.51137197483072,-39.51137197483072,-15.0
28.0,50.0,1.5,-59.99718880828581,-40.99718880828581,-19.0
28.0,52.0,1.5,-60.936476561284906,-41.936476561284906,-19.0
28.0,54.0,1.5,-61.755187648435424,-42.755187648435424,-19.0
28.0,56.0,1.5,-62.60011071300454,-43.60011071300454,-19.0
28.0,58.0,1.5,-63.435691196699594,-44.435691196699594,-19.0
28.0,60.0,1.5,-64.24265309709776,-45.24265309709776,-19.0
28.0,62.0,1.5,-65.01194185424151,-46.01194185424151,-19.0
28.0,64.0,1.5,-69.74041328239957,-46.74041328239957,-23.0
28.0,66.0,1.5,-70.42813933401689,-47.42813933401689,-23.0
28.0,68.0,1.5,-70.86639142502901,-47.86639142502901,-23.0
28.0,70.0,1.5,-71.1177207056368,-48.1177207056368,-23.0
28.0,72.0,1.5,-71.40637289505372,-48.40637289505372,-23.0
28.0,74.0,1.5,-71.72447791218369,-48.72447791218369,-23.0
28.0,76.0,1.5,-72.06471928766618,-49.06471928766618,-23.0
28.0,78.0,1.5,-72.42061871637657,-49.420618716376566,-23.0
28.0,80.0,1.5,-72.78665825517649,-49.78665825517649,-23.0
28.0,82.0,1.5,-73.1582845604839,-50.15828456048391,-23.0
28.0,84.0,1.5,-73.53183955319815,-50.531839553198154,-23.0
28.0,86.0,1.5,-73.9044533669962,-50.904453366996194,-23.0
28.0,88.0,1.5,-74.27392465030846,-51.27392465030846,-23.0
28.0,90.0,1.5,-74.63860367321774,-51.638603673217744,-23.0
28.0,92.0,1.5,-74.99728647072772,-51.997286470727715,-23.0
28.0,94.0,1.5,-75.34912344091003,-52.349123440910034,-23.0
28.0,96.0,1.5,-75.69354292221524,-52.693542922215244,-23.0
28.0,98.0,1.5,-76.03018872400884,-53.03018872400884,-23.0
28.0,100.0,1.5,-76.35886989145791,-53.358869891457914,-23.0
30.0,0.0,1.5,-72.19368722481298,-49.193687224812976,-23.0
30.0,2.0,1.5,-71.77141326741975,-48.771413267419746,-23.0
30.0,4.0,1.5,-71.35529761537839,-48.35529761537839,-23.0
30.0,6.0,1.5,-70.95179415708498,-47.951794157084976,-23.0
30.0,8.0,1.5,-70.56894051173012,-47.56894051173012,-23.0
30.0,10.0,1.5,-70.09787519645937,-47.09787519645937,-23.0
30.0,12.0,1.5,-69.58876204914782,-46.58876204914782,-23.0
30.0,14.0,1.5,-69.09918536194277,-46.09918536194277,-23.0
30.0,16.0,1.5,-64.64430877566423,-45.64430877566423,-19.0
30.0,18.0,1.5,-64.24265309709776,-45.24265309709776,-19.0
30.0,20.0,1.5,-63.914985807958004,-44.914985807958004,-19.0
30.0,22.0,1.5,-63.68194711833823,-44.68194711833823,-19.0
30.0,24.0,1.5,-63.467247701163785,-44.467247701163785,-19.0
30.0,26.0,1.5,-62.40378599560063,-43.40378599560063,-19.0
30.0,28.0,1.5,-61.20927861655031,-42.20927861655031,-19.0
30.0,30.0,1.5,-59.8550756846908,-40.8550756846908,-19.0
30.0,32.0,1.5,-54.30992392966587,-39.30992392966587,-15.0
30.0,34.0,1.5,-52.55545010206612,-37.55545010206612,-15.0
30.0,36.0,1.5,-50.64730494330223,-35.64730494330223,-15.0
30.0,38.0,1.5,-48.901342263614936,-33.901342263614936,-15.0
30.0,40.0,1.5,-48.118475109738995,-33.118475109738995,-15.0
30.0,42.0,1.5,-48.901342263614936,-33.901342263614936,-15.0
30.0,44.0,1.5,-50.64730494330223,-35.64730494330223,-15.0
30.0,46.0,1.5,-52.55545010206612,-37.55545010206612,-15.0
30.0,48.0,1.5,-54.30992392966587,-39.30992392966587,-15.0
30.0,50.0,1.5,-59.31751422145561,-40.31751422145561,-19.0
30.0,52.0,1.5,-60.202002153947745,-41.202002153947745,-19.0
30.0,54.0,1.5,-61.15607188895618,-42.15607188895618,-19.0
30.0,56.0,1.5,-62.11311013707521,-43.11311013707521,-19.0
30.0,58.0,1.5,-63.03796569574567,-44.03796569574567,-19.0
